,0
3277,ACOX2
3278,TESK1
3279,NEUROG3
3280,HTR1A
3281,TXNRD1
3282,SYT9
3283,DIP2A
3284,GRHL1
3285,SRRM1
3286,SCIN
3287,SH3BP5
3288,ZNF333
3289,POLRMT
3290,TOM1
3291,CDH24
3292,RND3
3293,PREB
3294,CDC42BPA
3295,IQGAP2
3296,CES1
3297,CPA1
3298,MAP7
3299,ABL2
3300,BCL9
3301,ZNF554
3302,FARSA
3303,PTEN
3304,FPR2
3305,MYO1E
3306,SEMG2
3307,SH2D2A
3308,ZBTB32
3309,DNAJC7
3310,UBC
3311,CYP11B1
3312,RALGAPA1
3313,BRD4
3314,CD36
3315,DENND1C
3316,CLTC
3317,AP4E1
3318,SMC1B
3319,PPP2R1A
3320,LILRB1
3321,SFXN5
3322,ABCG4
3323,DHPS
3324,ZNF790
3325,ZNF300
3326,SNX13
3327,STK4
3328,PARP15
3329,STAMBP
3330,EWSR1
3331,VPS4B
3332,ZBTB3
3333,CREB3L1
3334,UBR2
3335,MAST2
3336,NCR1
3337,TUBA3E
3338,NSD1
3339,UNC5B
3340,CCDC91
3341,OSMR
3342,SP7
3343,SYTL2
3344,ITPRIP
3345,MUC16
3346,GIT1
3347,CIC
3348,NOS1
3349,PCDHB6
3350,RBBP6
3351,JAK2
3352,CHST15
3353,SIGLEC9
3354,XPO7
3355,KRT19
3356,ZNF415
3357,H2AFY2
3358,KRT1
3359,CEP152
3360,ZNF844
3361,PIK3R2
3362,MARCO
3363,SMARCA4
3364,AGGF1
3365,WNK4
3366,CTNNAL1
3367,MEP1A
3368,IFI35
3369,KIF1C
3370,ZNF592
3371,HLX
3372,CSTF3
3373,OPTN
3374,CHSY3
3375,CSRNP3
3376,GP6
3377,ZNF600
3378,AKAP1
3379,STARD7
3380,STT3B
3381,ABCB5
3382,DEAF1
3383,BMPR1B
3384,ZNF135
3385,CD1B
3386,FCAR
3387,ABT1
3388,HIST1H3G
3389,GBP4
3390,RABGAP1L
3391,ZSCAN20
3392,ITGA1
3393,SLC22A2
3394,PIP5K1A
3395,SLC6A15
3396,ALOX12
3397,CDH6
3398,ATP11B
3399,LRIG3
3400,CDCP1
3401,REM1
3402,CUL4A
3403,FERD3L
3404,PRPF40A
3405,KCNH3
3406,CLK4
3407,ZNF143
3408,SLC2A3
3409,ATM
3410,BMP2K
3411,KSR1
3412,NGEF
3413,ATP1A4
3414,MYSM1
3415,MAMDC2
3416,TLR4
3417,CARD9
3418,KRT14
3419,BAP1
3420,SEC31A
3421,PDZD7
3422,BPTF
3423,LAYN
3424,NR3C2
3425,TSC22D1
3426,CCDC110
3427,ATP13A3
3428,ULK1
3429,ELMO2
3430,ETNK1
3431,ITGA4
3432,SNX15
3433,CSF2RB
3434,DUSP19
3435,NDST1
3436,FAM186B
3437,SMARCC1
3438,FUT11
3439,EFHC1
3440,TROAP
3441,ZNF350
3442,NUP160
3443,BCAS2
3444,ZNF45
3445,GMEB1
3446,ABCC12
3447,HIVEP1
3448,STAM
3449,PIWIL3
3450,C6
3451,TXK
3452,NRAP
3453,MYH3
3454,FRMD3
3455,NKTR
3456,ACHE
3457,SYK
3458,KCNA4
3459,ZNF483
3460,PCDH15
3461,ZNF250
3462,APBB3
3463,AKNA
3464,MCM2
3465,EIF3A
3466,PRDX1
3467,ALDH3A2
3468,PIK3R4
3469,OR2AG1
3470,DENND4A
3471,GLS
3472,LSM11
3473,SMPD4
3474,RNF168
3475,PLCE1
3476,GUCY1A2
3477,COL6A1
3478,MASTL
3479,SOX6
3480,STON2
3481,EPN1
3482,GABRG2
3483,AEBP2
3484,IFT81
3485,CLOCK
3486,TRAF6
3487,ATRN
3488,ANKRD12
3489,FZD7
3490,ZNF398
3491,VWC2L
3492,GABRA6
3493,NEDD1
3494,CABIN1
3495,MKI67
3496,LDB2
3497,TXNDC2
3498,ATP6V0A4
3499,NAV3
3500,CACNG7
3501,ZNF845
3502,DNMBP
3503,TATDN2
3504,PKD2
3505,WNK1
3506,GNL2
3507,DENND1B
3508,POPDC2
3509,OPRL1
3510,SH3GL2
3511,EHHADH
3512,ITGA2
3513,CUL2
3514,ZNF85
3515,MAP2K4
3516,CNTNAP1
3517,TPH2
3518,NUMBL
3519,SEPT12
3520,FBXO3
3521,CEACAM5
3522,LARS
3523,SH2D3C
3524,RIPK1
3525,GPR83
3526,SEMA4A
3527,MAP1A
3528,KRT9
3529,TRPV6
3530,ZNF569
3531,CHD7
3532,ZNF214
3533,GCK
3534,OPN4
3535,ZBTB4
3536,LAMA1
3537,KIAA0319
3538,AKAP3
3539,EXOSC9
3540,TAF4B
3541,MMP11
3542,DOK2
3543,TARBP1
3544,SPO11
3545,GCM2
3546,FBXO40
3547,ZBTB40
3548,BUB1B
3549,SKIL
3550,BRAP
3551,SPTBN5
3552,PKP1
3553,MCM6
3554,SAFB2
3555,BCL10
3556,RBBP8
3557,ZNF181
3558,NEDD4L
3559,DPY19L3
3560,SPACA1
3561,PAPPA
3562,ZNF614
3563,TTN
3564,KIT
3565,POLR2B
3566,ITGAL
3567,TRPM7
3568,PRPF6
3569,SLC4A1
3570,DPEP3
3571,PPARGC1A
3572,RPS6KA5
3573,DNAJC11
3574,ACOT11
3575,BLK
3576,TPRX1
3577,ROCK2
3578,DDX17
3579,EDEM3
3580,KITLG
3581,ATRIP
3582,HIST1H2BC
3583,STX6
3584,SP3
3585,REV3L
3586,NUP153
3587,DCAF11
3588,CAP2
3589,WDR62
3590,ABCC11
3591,TOP3B
3592,AP1G2
3593,TGM1
3594,ZMYM6
3595,SOS2
3596,CYP21A2
3597,NACA
3598,ZNF609
3599,NOD1
3600,RAPGEF2
3601,PNN
3602,LMOD1
3603,TUT1
3604,EMILIN1
3605,DEK
3606,PER2
3607,ZNF460
3608,PNLIPRP1
3609,RNF10
3610,FRS3
3611,CNTROB
3612,PGM1
3613,CYP2S1
3614,ADAM21
3615,NEXN
3616,MPZL1
3617,ZNF75A
3618,CHAF1A
3619,CGN
3620,MED1
3621,STAC
3622,BRD7
3623,ZNF431
3624,AKT2
3625,RAD54B
3626,MYCBP2
3627,SEC24C
3628,RASEF
3629,PDLIM7
3630,GPC5
3631,SLC2A12
3632,TNKS2
3633,GART
3634,MAPK6
3635,SART3
3636,BTN1A1
3637,UTP20
3638,ZNF658
3639,GRIP1
3640,ZNF320
3641,MMP13
3642,DTX3
3643,CEP97
3644,ALKBH8
3645,SYT12
3646,BDKRB2
3647,PTPN2
3648,APLF
3649,ZNF532
3650,RABGEF1
3651,TNNI3
3652,CCDC155
3653,PLCB4
3654,CRNKL1
3655,ZNF804B
3656,QSOX1
3657,TOR1AIP1
3658,KCNJ15
3659,DOCK6
3660,HPN
3661,F13B
3662,DDX23
3663,CDON
3664,ZNF445
3665,CADM2
3666,ZNF585B
3667,GPAM
3668,POLR1A
3669,SFMBT1
3670,CDC27
3671,ZNF33B
3672,SCN3A
3673,SLC16A10
3674,CENPE
3675,RANGAP1
3676,ACAN
3677,UBXN7
3678,HMG20A
3679,MARK1
3680,TFAP2C
3681,RELN
3682,CTSA
3683,SLC45A2
3684,PAK1
3685,ARHGAP9
3686,ZNF671
3687,EPHB6
3688,ZAP70
3689,WTAP
3690,DDHD2
3691,GRIK4
3692,DSG3
3693,XRN1
3694,RBM14
3695,MAP9
3696,TGFBR2
3697,OLFML3
3698,SLIT2
3699,GOLGB1
3700,ARMC1
3701,MLC1
3702,BNC2
3703,BIRC8
3704,MYEF2
3705,PCF11
3706,PON3
3707,FBXL4
3708,KLK13
3709,HSPA8
3710,CATSPER2
3711,CASP2
3712,RFFL
3713,A2ML1
3714,P2RX5
3715,SYCP2L
3716,EIF2AK3
3717,SYT11
3718,OAS3
3719,TFPI2
3720,CRX
3721,YIPF1
3722,PCDHB5
3723,TOP2A
3724,MALT1
3725,SLC6A4
3726,NCOA6
3727,MCAM
3728,CACNG3
3729,ACTL6B
3730,SLC6A6
3731,TOP2B
3732,INTU
3733,ADAM15
3734,NUDT7
3735,ATF6
3736,ZNF202
3737,MYO18B
3738,UBR5
3739,CDS1
3740,SERPINB3
3741,MLH1
3742,GFPT1
3743,CMKLR1
3744,TRPC6
3745,ACVR1C
3746,POLR3C
3747,AKAP11
3748,RBM5
3749,MYBPH
3750,GAL3ST1
3751,L3MBTL3
3752,ZFP37
3753,PIWIL4
3754,ITGB3
3755,PM20D1
3756,KRT85
3757,NLRP3
3758,ZC3H14
3759,GABRG1
3760,GRM1
3761,IRF9
3762,CCDC136
3763,FIG4
3764,DPY19L4
3765,DHRS2
3766,WIF1
3767,RIN1
3768,NINL
3769,KCNH5
3770,CD96
3771,LPIN3
3772,MTMR3
3773,VPS39
3774,GDF5
3775,CRYGC
3776,ZMIZ2
3777,RICTOR
3778,ZNF281
3779,USP25
3780,FANCG
3781,ETAA1
3782,BCAS1
3783,TRIP6
3784,PCDHB15
3785,FGA
3786,SLC30A9
3787,CCDC8
3788,PDP1
3789,CYP4F8
3790,SIGLEC10
3791,MORF4L1
3792,DSG2
3793,USP1
3794,CCDC50
3795,SLC5A6
3796,PSG11
3797,TMEM67
3798,XPO4
3799,ABI1
3800,NIPAL4
3801,PCDHB13
3802,ATP8A1
3803,PLA2R1
3804,MAPK7
3805,SLC25A32
3806,MAP3K4
3807,NOTUM
3808,ADCY2
3809,NBR1
3810,SCAPER
3811,CKAP2
3812,MUSK
3813,DRD2
3814,BACH1
3815,ZNF607
3816,ZNF485
3817,DTX2
3818,PREPL
3819,PLA2G7
3820,CD1E
3821,ALOX15
3822,ZNF223
3823,USP28
3824,ZNF160
3825,ZNF25
3826,SLC25A41
3827,KIF5A
3828,VAV1
3829,SCN1A
3830,NPY1R
3831,SIRPG
3832,POTEF
3833,HDAC1
3834,TBXAS1
3835,KRT83
3836,HOXA11
3837,FANK1
3838,TTLL6
3839,GANAB
3840,MYBPC3
3841,NFE2L3
3842,DHX32
3843,MIPEP
3844,TUBGCP4
3845,SLC9A9
3846,DYRK3
3847,FAM13A
3848,JMY
3849,SNAP91
3850,A1CF
3851,SLC17A8
3852,COLQ
3853,ERN1
3854,GLI1
3855,UTP15
3856,MRGPRX1
3857,PCK1
3858,CANX
3859,RXFP1
3860,ROPN1B
3861,AKNAD1
3862,PLIN2
3863,SP140
3864,BCL2L13
3865,MBD5
3866,NPHP3
3867,MPDZ
3868,IGSF10
3869,MYO6
3870,RHBG
3871,COL1A2
3872,PDHA2
3873,CCR2
3874,DNTT
3875,ARHGEF15
3876,DCAF6
3877,DHX38
3878,STX17
3879,SF3B4
3880,NUP98
3881,CHRND
3882,INPP5J
3883,DDX20
3884,MUC7
3885,ZMPSTE24
3886,SLC5A7
3887,KCNA10
3888,KPNA5
3889,ZNF618
3890,CPEB2
3891,APOH
3892,PELP1
3893,NMT1
3894,SLC22A16
3895,RFTN2
3896,CYP3A43
3897,SP4
3898,ULK2
3899,TCTN2
3900,PIGO
3901,SLC4A3
3902,RAPGEF1
3903,HSD3B2
3904,SLCO1C1
3905,LRRTM4
3906,MTMR4
3907,CKAP5
3908,NFAT5
3909,ZEB1
3910,PDGFRB
3911,TOP1
3912,PYGL
3913,IKBKB
3914,ITGA10
3915,TAF5L
3916,DCLRE1C
3917,IFT122
3918,INTS3
3919,FAM160A2
3920,SRP68
3921,MEIS3
3922,ATP6V0A1
3923,MORC1
3924,PMFBP1
3925,LIN28B
3926,RASGRF2
3927,CYP2A13
3928,ZNF878
3929,MYO1G
3930,DSC1
3931,CASP1
3932,PRDM10
3933,TMEM59L
3934,PLG
3935,VPS41
3936,TRPM6
3937,UBE4A
3938,STX3
3939,AGTR1
3940,SMC4
3941,PTPRC
3942,COL17A1
3943,ZNF573
3944,DPP3
3945,ZHX1
3946,AKT3
3947,PAM
3948,TNKS
3949,SLC38A7
3950,NES
3951,PDHX
3952,SLAMF7
3953,HSD3B1
3954,PLIN4
3955,HCN1
3956,MRPS30
3957,REV1
3958,ITGB8
3959,PTGIS
3960,BIRC3
3961,SYMPK
3962,VCAM1
3963,ZNF695
3964,ALDH18A1
3965,SALL4
3966,KIAA2013
3967,RPRD1B
3968,MCM7
3969,PCK2
3970,ATRNL1
3971,GLYCTK
3972,FGD3
3973,CCKAR
3974,CYP3A4
3975,CD1D
3976,DUSP13
3977,SUPT5H
3978,HADHB
3979,MIER2
3980,FANCM
3981,STAP1
3982,ATP1B1
3983,ACTR1A
3984,DHX15
3985,SLC10A6
3986,UBN1
3987,PCM1
3988,TMEM30A
3989,MRGPRX3
3990,DENND5A
3991,DNA2
3992,SLC22A6
3993,CHRNB4
3994,SLC22A4
3995,HSD17B4
3996,DDB1
3997,CDH12
3998,HSD11B1
3999,SLC34A1
4000,DHX8
4001,C3AR1
4002,DSPP
4003,TRIM37
4004,C10orf90
4005,DPP4
4006,MYF5
4007,GTF3C3
4008,ABCA12
4009,NUP155
4010,USP6
4011,CLSTN3
4012,RNF43
4013,SEMG1
4014,CCNT1
4015,CENPL
4016,SETD3
4017,FCRL2
4018,ALG10B
4019,DNAH8
4020,TGM2
4021,KNG1
4022,FYCO1
4023,SEC23IP
4024,PPARG
4025,STAT2
4026,FASTKD1
4027,TSC1
4028,SYCP2
4029,TPSAB1
4030,DET1
4031,SLC27A5
4032,KIF16B
4033,GUF1
4034,PNPLA3
4035,VTN
4036,VRK3
4037,OAS1
4038,ZFYVE16
4039,GEMIN5
4040,MUS81
4041,SLC22A8
4042,ENPEP
4043,LCT
4044,GSDMA
4045,NCOA5
4046,ZNF701
4047,SCN8A
4048,ROBO2
4049,HPS3
4050,GPR156
4051,ZNF239
4052,ZNF792
4053,TRDN
4054,SORCS1
4055,RNF20
4056,TRNT1
4057,ANPEP
4058,KRT73
4059,HK3
4060,BRPF1
4061,CAPG
4062,ASH1L
4063,NLRP2
4064,ALDH1L2
4065,SOX30
4066,PKD2L2
4067,CNGA1
4068,MRPS22
4069,PI4KA
4070,PLAU
4071,SPTLC2
4072,GPR1
4073,DGKB
4074,HPS1
4075,CBL
4076,SLC44A5
4077,ZNF502
4078,IP6K3
4079,ITLN2
4080,POMT1
4081,API5
4082,SLC26A3
4083,FBXO24
4084,CDCA2
4085,SHOC2
4086,NLRP5
4087,PHTF2
4088,NDUFS2
4089,CD4
4090,ENG
4091,ATAD2
4092,GHRHR
4093,CCT2
4094,KRT28
4095,SPG11
4096,ZNF79
4097,SAFB
4098,TMF1
4099,OR4N2
4100,FRMPD2
4101,GTF3C2
4102,ANKRD30A
4103,LINGO1
4104,POLN
4105,SLC30A10
4106,CSF3R
4107,ATP7B
4108,GLDC
4109,SERPINA4
4110,HPS5
4111,TIGD3
4112,CD93
4113,DLGAP5
4114,CSAD
4115,NEK3
4116,PRPF39
4117,DCT
4118,SLC9A5
4119,KLK11
4120,TYRP1
4121,ATP1A3
4122,ABCA1
4123,ADCK2
4124,SUPT16H
4125,HAUS5
4126,MNDA
4127,TEP1
4128,FUT3
4129,TXNDC16
4130,ZFYVE26
4131,DNAJB4
4132,KIAA0586
4133,CDC37
4134,CYP4F2
4135,KLHL7
4136,DDX5
4137,EIF4A2
4138,JMJD1C
4139,NFE2
4140,TDRD5
4141,FCRL3
4142,NRBP1
4143,SRRT
4144,MTF2
4145,HSP90AA1
4146,USP37
4147,SLC20A1
4148,TPTE
4149,PRSS35
4150,BMS1
4151,PIK3C2A
4152,INTS4
4153,APBB1IP
4154,SERPINA12
4155,FASTKD3
4156,AMPD1
4157,GDAP1
4158,ZNF813
4159,KHK
4160,RETSAT
4161,NEUROD6
4162,AADAC
4163,VPS33B
4164,MYO16
4165,CD300A
4166,C1R
4167,FLT3
4168,KRT4
4169,MYO1F
4170,FTSJ3
4171,ATP13A2
4172,GZMA
4173,BTNL3
4174,BTN2A2
4175,PNPT1
4176,DNAJB5
4177,STRBP
4178,PUM2
4179,RTL1
4180,GALNT1
4181,ATP12A
4182,INHBE
4183,PIGN
4184,CCPG1
4185,KPNA2
4186,CP
4187,ZNF468
4188,IGSF5
4189,ENKUR
4190,POMT2
4191,PIP4K2C
4192,PLEKHB2
4193,CYP17A1
4194,WDR3
4195,COLEC12
4196,PCDHB10
4197,CUL9
4198,TARS
4199,PBRM1
4200,BRWD1
4201,NCSTN
4202,MPHOSPH10
4203,ZNF8
4204,HOOK3
4205,MCM4
4206,ARFGEF2
4207,PTPN3
4208,AMDHD1
4209,CIZ1
4210,MET
4211,PDCD4
4212,RARS
4213,PTPRB
4214,PCYOX1
4215,MIB1
4216,HGF
4217,ZNF732
4218,MPEG1
4219,SAE1
4220,WEE1
4221,LPAR1
4222,SLC26A11
4223,GPD1
4224,CUL3
4225,CTNND1
4226,PIBF1
4227,ITIH2
4228,SLC13A3
4229,SLC38A2
4230,PGLYRP3
4231,CENPJ
4232,RAG1
4233,PDE3B
4234,CYP3A7
4235,CAPN3
4236,IKBIP
4237,BLMH
4238,BIVM
4239,CFH
4240,EML2
4241,VEZT
4242,ZHX3
4243,CAPN11
4244,MS4A14
4245,MYO5B
4246,SEC24A
4247,DCLK1
4248,PSG4
4249,IKBKE
4250,BAZ2A
4251,MFN1
4252,MMP3
4253,CERCAM
4254,KIFAP3
4255,CNGB3
4256,CDH9
4257,DBH
4258,RPE65
4259,GYS1
4260,SLC13A5
4261,RNF180
4262,KRT78
4263,SLC39A12
4264,TRAF5
4265,SELL
4266,CPS1
4267,NPC1
4268,TDRD7
4269,HAL
4270,ZRANB1
4271,MTRR
4272,ZNF329
4273,TPP1
4274,CA9
4275,TLR10
4276,TBX19
4277,CFHR5
4278,FOLH1
4279,EGF
4280,ABRA
4281,PLCB1
4282,PIK3C2B
4283,HDAC5
4284,ALDH1A3
4285,GLB1
4286,SPTA1
4287,FOXA3
4288,MMS19
4289,NLRC4
4290,SIGLEC6
4291,DMP1
4292,NBN
4293,LDHC
4294,IFI44
4295,AHI1
4296,CYP8B1
4297,LPA
4298,GBP7
4299,TRAK2
4300,PDCD11
4301,TRIM21
4302,NOC3L
4303,PARP9
4304,PADI6
4305,SMC2
4306,CYP39A1
4307,COPA
4308,TRPV2
4309,AGT
4310,CYP2B6
4311,PLCZ1
4312,IFI16
4313,PCDHB12
4314,PRMT5
4315,CHRNA10
4316,ZSCAN5A
4317,ZNF28
4318,SCEL
4319,ARRDC3
4320,CRTAM
4321,CD1C
4322,NCAPD3
4323,ARHGAP5
4324,TYRO3
4325,NDUFB5
4326,CNTNAP3
4327,GRIA1
4328,FBN3
4329,SEPT14
4330,ZNF208
4331,CNTN3
4332,OTOP2
4333,SYCP1
4334,MPHOSPH9
4335,NCAPH2
4336,PSG3
4337,LCE1C
4338,NLRP9
4339,SGCA
4340,ZNF555
4341,AP4M1
4342,IL23R
4343,GTF2I
4344,TAAR9
4345,PTPRD
4346,ITGB6
4347,ZBP1
4348,SLC12A1
4349,CD300LG
4350,NME7
4351,PKN3
4352,HAUS6
4353,PCSK5
4354,ANKS4B
4355,IDE
4356,CD101
4357,SCYL1
4358,ABCC10
4359,KCNA5
4360,CHIA
4361,RAD23B
4362,HIST2H2BE
4363,ACO2
4364,HSPD1
4365,TF
4366,NCOA1
4367,ZNF417
4368,SCLT1
4369,TGFBR1
4370,HCFC2
4371,ABCD2
4372,SLC23A2
4373,KLK8
4374,HTR1F
4375,USP21
4376,ZNF791
4377,NCF4
4378,CCT6B
4379,ECT2
4380,CEP78
4381,RANBP6
4382,FGD4
4383,TARS2
4384,TFPI
4385,AOC2
4386,SMC5
4387,ZNF484
4388,HRC
4389,PDE6A
4390,SPINK5
4391,ODF2
4392,SLC22A14
4393,ARSK
4394,VSIG8
4395,CD180
4396,GJA10
4397,KRT25
4398,FOXM1
4399,GRIN3A
4400,PCDHB8
4401,FCER1A
4402,PLA2G4A
4403,ZNF679
4404,PTDSS1
4405,ASZ1
4406,FARSB
4407,GLIPR1
4408,ABCC9
4409,TNC
4410,PRKD3
4411,GOLGA1
4412,XDH
4413,TIGIT
4414,CARD8
4415,AKR1C4
4416,NAIF1
4417,ILF2
4418,BCHE
4419,UBAP2L
4420,ACAD10
4421,CNOT6
4422,PSG1
4423,XRCC4
4424,CYP2C9
4425,OVGP1
4426,GAPVD1
4427,HIRA
4428,PAH
4429,ALPP
4430,CLCNKA
4431,TMPO
4432,INTS7
4433,COL4A4
4434,UBA7
4435,GCAT
4436,DPT
4437,ZNF169
4438,ADH7
4439,ASXL3
4440,ZNF567
4441,CREB3L3
4442,VNN2
4443,AMHR2
4444,XRN2
4445,GTSE1
4446,CD244
4447,CD33
4448,SMG5
4449,HMGCS2
4450,KLHL1
4451,ZNF318
4452,FUT8
4453,DNASE1L3
4454,TOP3A
4455,PSPC1
4456,RIPK3
4457,CYP4A11
4458,FAM120A
4459,HEXA
4460,PTGS1
4461,CC2D2A
4462,EIF2B4
4463,CDC40
4464,PALB2
4465,XPO5
4466,AKR1C1
4467,LRRC7
4468,THBS3
4469,IQCB1
4470,STAB2
4471,PAPPA2
4472,GATM
4473,WASF1
4474,SLCO1A2
4475,RAD17
4476,ARHGEF5
4477,PPIG
4478,C4BPA
4479,DENND4C
4480,KIAA0391
4481,ALKBH1
4482,GLE1
4483,NCDN
4484,PTPRH
4485,MYH13
4486,TRAPPC10
4487,PSG8
4488,AASDHPPT
4489,FCGR1A
4490,N4BP2
4491,SLC4A1AP
4492,MYH8
4493,C9
4494,SPTLC3
4495,PNLIP
4496,ASGR2
4497,THAP5
4498,SLC27A4
4499,ATP8B1
4500,ACTG2
4501,SYT4
4502,CPSF3
4503,GUCY2C
4504,IQGAP3
4505,CD22
4506,MYBPC1
4507,COL4A3
4508,PPEF2
4509,ACAD11
4510,KYNU
4511,FSHR
4512,TMEM87A
4513,INTS12
4514,LILRB3
4515,TMTC3
4516,KDM5A
4517,SPARCL1
4518,XRCC6
4519,IARS2
4520,FAM114A1
4521,CORO2A
4522,ZNF860
4523,INHBA
4524,ZWILCH
4525,TXLNB
4526,C8B
4527,MMRN1
4528,KIAA1109
4529,DDX31
4530,RUSC2
4531,MAP3K12
4532,ZNF473
4533,SNAPC3
4534,FKTN
4535,LRSAM1
4536,NUSAP1
4537,AMBN
4538,GPR55
4539,GBA2
4540,TLN1
4541,SLC44A1
4542,XRRA1
4543,ZBTB6
4544,FRMPD1
4545,IARS
4546,CCIN
4547,MELK
4548,ABCG8
4549,GOLGA2
4550,PRKACG
4551,BAAT
4552,CDH19
4553,DOCK8
4554,RABGAP1
4555,DCAF13
4556,YY1AP1
4557,FUBP3
4558,FKBP15
4559,OR3A1
4560,FREM1
4561,SLC39A6
4562,ARID4A
4563,INVS
4564,PGM5
4565,CYLC2
4566,LINGO2
4567,TRPM3
4568,MCM3AP
4569,CYP4B1
4570,PSG6
4571,CTCFL
4572,ANKS6
4573,TCF20
4574,MYO19
4575,SERPINB11
4576,TGS1
4577,COG5
4578,CPB2
4579,TYR
4580,DPM1
4581,SIRT3
4582,DIS3
4583,LARP7
4584,GLCE
4585,GALNT8
4586,ADAM28
4587,FMO4
4588,HIST1H2BG
4589,NPEPPS
4590,ELP2
4591,XPNPEP3
4592,URB2
4593,KIR3DL1
4594,OR10J1
4595,LILRA1
4596,SLC23A3
4597,TMX3
4598,EFTUD2
4599,MSTN
4600,DAP3
4601,ACOX1
4602,SON
4603,C2CD3
4604,ZNF721
4605,GIP
4606,STAG3
4607,TNPO3
4608,IKZF5
4609,DMGDH
4610,FMO3
4611,COL4A3BP
4612,KNTC1
4613,MYO9A
4614,ATP6V1A
4615,TUBD1
4616,ZAN
4617,MTTP
4618,KIF4B
4619,ZNF547
4620,MTHFR
4621,CHIT1
4622,PRAME
4623,CDS2
4624,CLEC17A
4625,EML3
4626,OPN1SW
4627,ROS1
4628,ENPP3
4629,SULT1E1
4630,FOXRED1
4631,PDCD10
4632,SEPT2
4633,OR51E2
4634,MUTYH
4635,CRNN
4636,DZIP3
4637,HSP90B1
4638,TRAT1
4639,WRN
4640,USP5
4641,TAAR1
4642,CHEK2
4643,ITPKC
4644,RRP9
4645,ZBTB11
4646,CC2D1A
4647,PAXIP1
4648,UGT2B15
4649,AMY2A
4650,UBA6
4651,MFSD8
4652,TRIM6
4653,KLRC1
4654,RNF31
4655,PARP3
4656,WBP11
4657,DMRTC2
4658,WDHD1
4659,IRAK4
4660,SMC6
4661,TMPRSS11A
4662,GBP5
4663,APEX1
4664,GPR141
4665,RPAP2
4666,KIF20A
4667,UGT2B7
4668,NPAT
4669,ABCE1
4670,VPS35
4671,POP1
4672,ZNF479
4673,YME1L1
4674,RPGRIP1L
4675,SCYL2
4676,CCT3
4677,INSRR
4678,HELQ
4679,GNPAT
4680,PCDHGA9
4681,PCDHGA5
4682,PCDHGB1
4683,PCDHGB4
4684,PCDHGA3
4685,PCDHGA7
4686,PCDHGB2
4687,PCDHGB3
4688,LRRTM1
4689,CHKB
4690,PCDHGC3
4691,PCDHGA12
4692,PCDHGA11
4693,PCDHGC4
4694,SASS6
4695,VPS16
4696,FILIP1L
4697,PCDHA7
4698,PCDHA12
4699,PCDHA6
4700,PCDHA10
4701,PCDHA4
4702,PCDHA11
4703,PCDHA8
4704,PCDHA2
4705,PCDHA9
4706,PCDHA5
4707,PCDHA13
4708,PCDHA3
4709,NDC80
4710,PEX13
4711,DISC1
4712,RBMXL1
4713,LRRC4
4714,ANKHD1
4715,PEG3
4716,HIST2H3D
4717,RCC1
4718,UGT1A10
4719,FLRT3
4720,ZFP91
4721,MAB21L1
4722,SERAC1
4723,UGT1A3
4724,PRPF4
4725,GNAZ
4726,CDK11A
4727,PCDHAC2
4728,PCDHAC1
4729,KIF15
4730,TOX4
4731,EPM2AIP1
4732,NOL8
4733,TIMP3
4734,YARS
4735,RBM12
4736,BRD8
4737,CEP290
4738,AMIGO3
4739,RNF123
4740,HMMR
4741,DLX6
4742,SLC18A3
4743,AUP1
4744,KIR2DL1
4745,TRIM23
4746,RAD51C
4747,NOL6
4748,B3GNT5
4749,ZNF571
4750,LRRN3
4751,ANGPTL3
4752,BEND5
4753,TSSK1B
4754,UGT1A1
4755,HIST1H3F
4756,FANCD2
4757,FASTKD5
4758,LRTM1
4759,CD300LF
4760,COL8A1
4761,VLDLR
4762,ECD
4763,RARS2
4764,ZP4
4765,GFM2
4766,TPR
4767,NUP62
4768,TRIM13
4769,CHML
4770,EIF3I
4771,COL10A1
4772,FBXW2
4773,NUP188
4774,NFX1
4775,KIF18A
4776,STX19
4777,CSTF2T
4778,MRC1
4779,TRIM32
4780,STON1
4781,GTF3C4
4782,OGN
4783,ECM2
4784,POU5F2
